participantlabel,r3score
66f5366c7e5543684f266590,17
66f5cadfe40f1d62e26ffdd0,13
66fa8891ce6034e440bb5ec8,18
66fc2faee6c238d0637d8f69,10
66fcc3a673471394133c1d2f,2
66fcdc229c37d1da9d61017c,16
66fd1af87dccbd508244cd7e,16
66fd62807325f8ff288edb3f,17
66fdadbaa3ff5e732278ad0e,11
66fdd81f708d36dbc86f85be,13
66fde30b007e7c1b3f94c591,13
67006a23de43db9f90b363d2,16
67022b62378fdf9d7675d86d,24
6705bf2688ed88bcafd57446,11
67081ef77f9b5aaceef957c0,10
671038fb26ff82aa6081d040,8
67103aecd3a626ec9024ed2a,0
6712c14c23a005c694db2818,16
67154e688dff95452b10215d,17
671663a07ad59e771a6e6f91,16
6719170f0f458ffa099009cd,5
671d5f4c6dae15f98003d7b2,16
671fff4fced93c3e5a17f230,10
67203bff74dea717e8b9e1ea,20
6722eefb6690d659a3db4560,16
67253674cbd9660a78160144,11
67254fcd428ad2813fcdcd94,16
6726558da95ea55243442861,8
6726d16c98d4b6498e4f2a69,16
6729bad18d2045651882cfed,14
672a57f001263d65e0a989d7,11
672a6f5fc7bda7ce7ce814a7,16
672be724a1f9a800fcbd3d02,9
